Date,SP500,VIXCLS,T10Y2Y,T5YIFR,WLEMUINDXD,Close_AAPL,Volume_AAPL,HighLow_Spread_AAPL,Close_MSFT,Volume_MSFT,HighLow_Spread_MSFT,Close_GOOG,Volume_GOOG,HighLow_Spread_GOOG,Close_AMZN,Volume_AMZN,HighLow_Spread_AMZN,Close_NVDA,Volume_NVDA,HighLow_Spread_NVDA,Close_META,Volume_META,HighLow_Spread_META,Close_TSLA,Volume_TSLA,HighLow_Spread_TSLA,Close_BRK-B,Volume_BRK-B,HighLow_Spread_BRK-B,Close_JPM,Volume_JPM,HighLow_Spread_JPM,Close_WMT,Volume_WMT,HighLow_Spread_WMT
2015-07-26,2079.65,13.74,1.57,2.12,8.77,31.125,0.0,0.459999084,45.93999863,0.0,0.520000458,31.1779995,0.0,1.282501221,26.47100067,0.0,2.560998917,0.485500008,0.0,0.011749983,96.94999695,0.0,1.880004883,17.69400024,0.0,0.477998734,141.25,0.0,1.169998169,68.91000366,0.0,0.879997253,23.86000061,0.0,0.353334427
2015-07-27,2067.64,15.6,1.55,2.11,26.65,30.69249916,177822000.0,0.372499466,45.34999847,39701400.0,0.759998322,31.36300087,53508000.0,0.690000534,26.57049942,149820000.0,0.917499542,0.482749999,192420000.0,0.010999978,94.16999817,38585400.0,2.779998779,16.86733246,70413000.0,0.909334183,140.7200012,2903600.0,0.949996948,68.01000214,16801600.0,0.650001526,23.79333305,18592800.0,0.21333313
2015-07-28,2093.25,13.44,1.57,2.12,9.99,30.84499931,134472400.0,0.340000153,45.34000015,34328900.0,0.849998474,31.39999962,34546000.0,0.475999832,26.30150032,105462000.0,0.663499832,0.493250012,198308000.0,0.017499983,95.29000092,35236000.0,2.25,17.6546669,58437000.0,0.903999329,143.2200012,3252700.0,2.459991455,68.05000305,14932400.0,0.830001831,24.03333282,25776900.0,0.386665344
2015-07-29,2108.57,12.5,1.59,2.14,16.66,30.74749947,148046800.0,0.307500839,46.29000092,40945900.0,1.520000458,31.5965004,31502000.0,0.535499573,26.45000076,75052000.0,0.397500992,0.499249995,232680000.0,0.013000011,96.98999786,64648300.0,2.540000916,17.58799934,41851500.0,0.392665863,142.9199982,2555800.0,1.080001831,68.94000244,13059200.0,0.939994812,24.07666779,14819100.0,0.179998398
2015-07-30,2108.63,12.13,1.56,2.14,7.22,30.59250069,134513200.0,0.215000153,46.88000107,39777900.0,1.470001221,31.62949944,29484000.0,0.658498764,26.83799934,74862000.0,0.745498657,0.500500023,190180000.0,0.007500023,95.20999908,86211300.0,4.009994507,17.7859993,30519000.0,0.321998596,142.8500061,2018300.0,0.949996948,69.04000092,10197200.0,0.909996033,24.05333328,13813500.0,0.25
2015-07-31,2103.84,12.12,1.53,2.12,17.11,30.32500076,171540000.0,0.432498932,46.70000076,31201500.0,0.869998932,31.28050041,34122000.0,0.370500565,26.80750084,60512000.0,0.416000366,0.498750001,218340000.0,0.006999969,94.01000214,46509000.0,2.380004883,17.74333382,33339000.0,0.282665253,142.7400055,3074100.0,1.149993896,68.52999878,11911800.0,0.63999939,23.99333382,23785200.0,0.276666641
2015-08-01,2103.84,12.12,1.53,2.12,17.11,30.32500076,0.0,0.432498932,46.70000076,0.0,0.869998932,31.28050041,0.0,0.370500565,26.80750084,0.0,0.416000366,0.498750001,0.0,0.006999969,94.01000214,0.0,2.380004883,17.74333382,0.0,0.282665253,142.7400055,0.0,1.149993896,68.52999878,0.0,0.63999939,23.99333382,0.0,0.276666641
2015-08-02,2103.84,12.12,1.53,2.12,17.11,30.32500076,0.0,0.432498932,46.70000076,0.0,0.869998932,31.28050041,0.0,0.370500565,26.80750084,0.0,0.416000366,0.498750001,0.0,0.006999969,94.01000214,0.0,2.380004883,17.74333382,0.0,0.282665253,142.7400055,0.0,1.149993896,68.52999878,0.0,0.63999939,23.99333382,0.0,0.276666641
2015-08-03,2098.04,12.56,1.48,2.09,12.87,29.61000061,279904000.0,1.262500763,46.81000137,24125900.0,0.549999237,31.56049919,26090000.0,0.385799408,26.75149918,60284000.0,0.553998947,0.507250011,397132000.0,0.011499971,94.13999939,29343100.0,2.279998779,17.3326664,38302500.0,0.642665863,142.3300018,2540700.0,2.400009155,68.52999878,9980600.0,0.839996338,24.05999947,15395400.0,0.180000305
2015-08-04,2093.32,13.0,1.49,2.11,200.88,28.65999985,496554400.0,1.112499237,47.54000092,33403900.0,1.029998779,31.46249962,29818000.0,0.382499695,26.59499931,58692000.0,0.389499664,0.509249985,260100000.0,0.007250011,94.05999756,20136000.0,1.400001526,17.75200081,35287500.0,0.558666229,142.6799927,2618000.0,1.050003052,68.45999908,10964000.0,0.63999939,24.08333206,17620200.0,0.289999008
2015-08-05,2099.84,12.51,1.55,2.09,16.41,28.85000038,397250400.0,1.335000992,47.58000183,26959700.0,0.869998932,32.18899918,46686000.0,0.73500061,26.85050011,57788000.0,0.251001358,0.514500022,234628000.0,0.008750021,96.44000244,29813200.0,1.909996033,18.00866699,93214500.0,0.706666946,143.5,2615800.0,0.770004272,68.73000336,11302900.0,0.86000061,24.50333214,26147400.0,0.48000145
2015-08-06,2083.56,13.77,1.52,2.03,6.99,28.78249931,211612000.0,0.594999313,46.61999893,27368000.0,1.439998627,32.13399887,31452000.0,0.656452179,26.47299957,76410000.0,0.76099968,0.511250019,655676000.0,0.01425004,95.12000275,42271300.0,4.319999695,16.40866661,219357000.0,1.258666992,143.3500061,2418200.0,0.839996338,68.25,10803400.0,0.940002441,24.26333237,19103100.0,0.239999771
2015-08-07,2077.57,13.39,1.45,2.04,8.72,28.87999916,154681600.0,0.4375,46.74000168,19163000.0,0.520000458,31.76499939,28078000.0,0.648498535,26.13100052,79384000.0,0.5625,0.574500024,1405248000.0,0.037249982,94.30000305,23199100.0,1.790000916,16.1673336,76101000.0,0.355999947,143.5500031,2419000.0,1.399993896,68.05000305,11453300.0,1.189994812,23.75,23392500.0,0.553333282
2015-08-08,2077.57,13.39,1.45,2.04,8.72,28.87999916,0.0,0.4375,46.74000168,0.0,0.520000458,31.76499939,0.0,0.648498535,26.13100052,0.0,0.5625,0.574500024,0.0,0.037249982,94.30000305,0.0,1.790000916,16.1673336,0.0,0.355999947,143.5500031,0.0,1.399993896,68.05000305,0.0,1.189994812,23.75,0.0,0.553333282
2015-08-09,2077.57,13.39,1.45,2.04,8.72,28.87999916,0.0,0.4375,46.74000168,0.0,0.520000458,31.76499939,0.0,0.648498535,26.13100052,0.0,0.5625,0.574500024,0.0,0.037249982,94.30000305,0.0,1.790000916,16.1673336,0.0,0.355999947,143.5500031,0.0,1.399993896,68.05000305,0.0,1.189994812,23.75,0.0,0.553333282
2015-08-10,2104.18,12.23,1.51,2.08,13.58,29.93000031,219806400.0,0.864999771,47.33000183,23079900.0,0.650001526,31.68650055,36184000.0,0.609550476,26.20000076,52318000.0,0.464000702,0.594500005,662304000.0,0.031750023,94.15000153,21624200.0,2.270004272,16.07600021,62788500.0,0.461333275,143.4199982,4278300.0,2.270004272,68.88999939,12661400.0,0.790000916,23.82666779,18060300.0,0.136667252
2015-08-11,2084.07,13.71,1.47,2.05,10.14,28.37249947,388331200.0,1.212499619,46.40999985,29237400.0,1.039997101,33.03900146,100584000.0,1.031497955,26.37299919,53532000.0,0.348999023,0.591499984,435008000.0,0.011500001,93.62000275,22491000.0,1.86000061,15.82466698,63973500.0,0.324000359,142.8000031,3924400.0,1.460006714,68.23000336,14800300.0,0.550003052,23.9766674,20487600.0,0.406665802
2015-08-12,2086.05,13.61,1.47,1.97,8.33,28.80999947,404870000.0,1.447500229,46.74000168,30181400.0,1.190002441,32.97800064,58734000.0,0.635501862,26.2954998,79246000.0,0.722000122,0.592999995,384048000.0,0.015249968,94.19000244,27050500.0,3.25,15.87800026,55920000.0,0.46866703,141.6000061,4901200.0,1.689987183,67.23999786,21069000.0,1.480003357,24.19333267,26524200.0,0.46333313
2015-08-13,2083.39,13.49,1.47,2.0,43.12,28.78750038,194143200.0,0.465000153,46.72999954,22627200.0,0.609996796,32.82249832,36214000.0,0.6419487,26.4829998,57904000.0,0.458499908,0.588,276884000.0,0.00850004,93.43000031,17451800.0,1.380004883,16.1673336,70338000.0,0.490666389,141.9499969,3045200.0,1.619995117,67.55000305,11930600.0,0.830001831,24.03666687,22957200.0,0.266666412
2015-08-14,2091.54,12.83,1.47,1.99,8.58,28.98999977,171718000.0,0.574998856,47.0,21473400.0,0.579998016,32.85599899,21442000.0,0.35974884,26.57600021,39896000.0,0.292999268,0.588500023,214652000.0,0.008000016,94.41999817,15929700.0,1.510002136,16.20999908,65472000.0,0.410667419,142.5700073,2911200.0,0.759994507,67.88999939,11248800.0,0.510002136,24.12666702,17737500.0,0.186668396
2015-08-15,2091.54,12.83,1.47,1.99,8.58,28.98999977,0.0,0.574998856,47.0,0.0,0.579998016,32.85599899,0.0,0.35974884,26.57600021,0.0,0.292999268,0.588500023,0.0,0.008000016,94.41999817,0.0,1.510002136,16.20999908,0.0,0.410667419,142.5700073,0.0,0.759994507,67.88999939,0.0,0.510002136,24.12666702,0.0,0.186668396
2015-08-16,2091.54,12.83,1.47,1.99,8.58,28.98999977,0.0,0.574998856,47.0,0.0,0.579998016,32.85599899,0.0,0.35974884,26.57600021,0.0,0.292999268,0.588500023,0.0,0.008000016,94.41999817,0.0,1.510002136,16.20999908,0.0,0.410667419,142.5700073,0.0,0.759994507,67.88999939,0.0,0.510002136,24.12666702,0.0,0.186668396
2015-08-17,2102.44,13.02,1.44,1.94,13.81,29.29000092,163538800.0,0.537500381,47.31999969,21099700.0,0.880001068,33.04349899,21034000.0,0.506999969,26.76099968,51634000.0,0.580999374,0.584749997,273880000.0,0.00999999,93.93000031,18313500.0,1.069999695,16.99933243,107650500.0,0.405334473,142.3200073,2788100.0,1.150009155,68.06999969,10326500.0,0.839996338,23.96999931,22813200.0,0.156667709
2015-08-18,2096.92,13.79,1.46,1.95,9.97,29.125,138242800.0,0.357500076,47.27000046,23574100.0,0.729999542,32.80649948,29122000.0,0.527000427,26.75099945,41426000.0,0.324501038,0.577000022,287084000.0,0.012000024,95.16999817,22278800.0,1.809997559,17.3813324,62925000.0,0.492668152,141.3600006,3334100.0,1.279998779,68.20999908,10617500.0,0.520004272,23.15999985,63945000.0,0.420000076
2015-08-19,2079.61,15.25,1.45,1.97,7.85,28.75250053,193146000.0,0.459999084,46.61000061,31485500.0,0.780002594,33.04499817,42682000.0,0.640499115,26.64599991,46480000.0,0.412498474,0.574750006,249248000.0,0.01425004,95.30999756,23251300.0,1.939994812,17.01666641,54064500.0,0.375333786,140.4700012,3478300.0,1.960006714,67.59999847,15198200.0,0.949996948,22.85666656,49000200.0,0.539999008
2015-08-20,2035.73,19.14,1.4,1.95,6.75,28.16250038,274006400.0,0.680000305,45.65999985,36238200.0,0.810001373,32.34149933,57106000.0,1.004501343,25.78899956,88160000.0,0.874000549,0.55400002,426932000.0,0.019749999,90.55999756,44598200.0,4.309997559,16.14533234,73587000.0,0.843999863,138.3899994,4050800.0,1.649993896,65.94000244,20972300.0,1.099998474,22.80999947,29580300.0,0.453332901
2015-08-21,1970.89,28.03,1.41,1.93,219.0,26.44000053,513102000.0,1.5625,43.06999969,70053100.0,2.409999847,30.62400055,85304000.0,1.385997772,24.7234993,134130000.0,0.893001556,0.536750019,382664000.0,0.023000002,86.05999756,62778700.0,3.569999695,15.3846674,98853000.0,0.885998726,134.2200012,9122400.0,3.839996338,63.59999847,28235500.0,1.870002747,22.18000031,47239500.0,0.590000153
2015-08-22,1970.89,28.03,1.41,1.93,219.0,26.44000053,0.0,1.5625,43.06999969,0.0,2.409999847,30.62400055,0.0,1.385997772,24.7234993,0.0,0.893001556,0.536750019,0.0,0.023000002,86.05999756,0.0,3.569999695,15.3846674,0.0,0.885998726,134.2200012,0.0,3.839996338,63.59999847,0.0,1.870002747,22.18000031,0.0,0.590000153
2015-08-23,1970.89,28.03,1.41,1.93,219.0,26.44000053,0.0,1.5625,43.06999969,0.0,2.409999847,30.62400055,0.0,1.385997772,24.7234993,0.0,0.893001556,0.536750019,0.0,0.023000002,86.05999756,0.0,3.569999695,15.3846674,0.0,0.885998726,134.2200012,0.0,3.839996338,63.59999847,0.0,1.870002747,22.18000031,0.0,0.590000153
2015-08-24,1893.21,40.74,1.42,1.87,374.86,25.78000069,648825200.0,4.200000763,41.68000031,88753700.0,2.969997406,29.48049927,115406000.0,1.713998795,23.1685009,201952000.0,1.279001236,0.517750025,682284000.0,0.045750022,82.08999634,83710700.0,10.08999634,14.59133339,143724000.0,2.426667213,129.5700073,13820800.0,8.470001221,60.25,36339100.0,12.84999847,21.31666756,66718800.0,1.553333282
2015-08-25,1867.61,36.02,1.45,1.91,716.48,25.93499947,414406400.0,1.902500153,40.47000122,70616600.0,2.850002289,29.10300064,70760000.0,1.816999435,23.31850052,113586000.0,1.159500122,0.507000029,622684000.0,0.03549999,83.0,52021200.0,4.669998169,14.66866684,64909500.0,0.785333633,127.7399979,8233100.0,7.090003967,59.90999985,31772500.0,3.590000153,21.03333282,44403000.0,0.903333664
2015-08-26,1940.51,30.32,1.51,1.93,245.51,27.42250061,387098400.0,1.209999084,42.70999908,63408000.0,1.779998779,31.43099976,84718000.0,1.633001328,25.03849983,127172000.0,1.248001099,0.545249999,614976000.0,0.026250005,87.19000244,45124300.0,4.199996948,14.98933315,74445000.0,0.832666397,132.6100006,7709300.0,4.190002441,62.90999985,33576800.0,2.430000305,21.61000061,41784900.0,0.61000061
2015-08-27,1987.66,26.1,1.5,1.96,60.31,28.22999954,338464400.0,0.805000305,43.90000153,50943200.0,1.020000458,31.88050079,69826000.0,1.079500198,25.9185009,122290000.0,0.771499634,0.565750003,463764000.0,0.018249989,89.73000336,42431400.0,2.869995117,16.19933319,114840000.0,0.929334641,136.2299957,5923000.0,3.089996338,64.48000336,29045700.0,1.590003967,22.02666664,41738400.0,0.409999847
2015-08-28,1988.87,26.05,1.47,2.0,154.88,28.32250023,212657600.0,0.442499161,43.93000031,28246700.0,0.760002136,31.5189991,39574000.0,0.615999222,25.90049934,54934000.0,0.423000336,0.56825,320944000.0,0.00999999,91.01000214,33215900.0,1.690002441,16.56533241,82705500.0,0.658664703,135.7400055,3897800.0,1.270004272,64.12999725,16687300.0,0.86000061,21.64666748,42909000.0,0.556667328
2015-08-29,1988.87,26.05,1.47,2.0,154.88,28.32250023,0.0,0.442499161,43.93000031,0.0,0.760002136,31.5189991,0.0,0.615999222,25.90049934,0.0,0.423000336,0.56825,0.0,0.00999999,91.01000214,0.0,1.690002441,16.56533241,0.0,0.658664703,135.7400055,0.0,1.270004272,64.12999725,0.0,0.86000061,21.64666748,0.0,0.556667328
2015-08-30,1988.87,26.05,1.47,2.0,154.88,28.32250023,0.0,0.442499161,43.93000031,0.0,0.760002136,31.5189991,0.0,0.615999222,25.90049934,0.0,0.423000336,0.56825,0.0,0.00999999,91.01000214,0.0,1.690002441,16.56533241,0.0,0.658664703,135.7400055,0.0,1.270004272,64.12999725,0.0,0.86000061,21.64666748,0.0,0.556667328
2015-08-31,1972.18,28.43,1.47,2.0,74.79,28.19000053,224917200.0,0.632499695,43.52000046,34441700.0,0.830001831,30.91250038,43534000.0,0.906000137,25.64450073,60046000.0,0.517000198,0.561999977,219352000.0,0.009750009,89.43000031,32850700.0,2.160003662,16.60400009,70503000.0,0.629335403,134.0399933,5575500.0,2.080001831,64.09999847,14223400.0,0.879997253,21.57666779,24525600.0,0.236667633
2015-09-01,1913.85,31.4,1.47,1.96,102.98,26.93000031,307383600.0,1.129999161,41.81999969,49688900.0,0.930000305,29.88949966,74042000.0,0.937999725,24.82699966,77290000.0,0.828500748,0.538999975,353408000.0,0.019999981,87.23000336,36097400.0,2.88999939,15.90866661,81822000.0,0.601999283,130.4100037,5957900.0,2.440002441,61.45000076,23637300.0,1.859996796,21.2733326,40181700.0,0.350000381
2015-09-02,1948.86,26.09,1.48,1.93,69.27,28.08499908,247555200.0,0.802499771,43.36000061,37671500.0,1.5,30.71699905,51512000.0,0.731498718,25.52750015,74142000.0,0.656999588,0.555249989,344044000.0,0.010999978,89.88999939,27190500.0,2.260002136,16.5126667,69438000.0,0.539999962,132.2200012,4080300.0,1.460006714,62.56999969,17757900.0,1.369998932,21.47999954,28543800.0,0.293334961
2015-09-03,1951.13,25.61,1.47,1.92,59.14,27.59250069,212935600.0,0.684999466,43.5,28285200.0,0.700000763,30.3125,35192000.0,0.844449997,25.23600006,62994000.0,0.663499832,0.55675,262556000.0,0.010500014,88.15000153,27048200.0,2.089996338,16.37133217,62922000.0,0.472000122,132.1499939,3984400.0,1.929992676,62.68000031,17065400.0,1.209999084,21.62000084,25571400.0,0.206666946
2015-09-04,1921.22,27.8,1.42,1.88,169.87,27.31749916,199985200.0,0.484998703,42.61000061,37138800.0,0.840000153,30.03499985,41780000.0,0.410999298,24.95000076,53850000.0,0.360500336,0.543749988,287972000.0,0.012499988,88.26000214,27328700.0,1.690002441,16.12866783,55338000.0,0.392666817,129.6399994,5828600.0,2.169998169,61.5,20189000.0,1.169998169,21.2966671,27697200.0,0.263332367
2015-09-05,1921.22,27.8,1.42,1.88,169.87,27.31749916,0.0,0.484998703,42.61000061,0.0,0.840000153,30.03499985,0.0,0.410999298,24.95000076,0.0,0.360500336,0.543749988,0.0,0.012499988,88.26000214,0.0,1.690002441,16.12866783,0.0,0.392666817,129.6399994,0.0,2.169998169,61.5,0.0,1.169998169,21.2966671,0.0,0.263332367
2015-09-06,1921.22,27.8,1.42,1.88,169.87,27.31749916,0.0,0.484998703,42.61000061,0.0,0.840000153,30.03499985,0.0,0.410999298,24.95000076,0.0,0.360500336,0.543749988,0.0,0.012499988,88.26000214,0.0,1.690002441,16.12866783,0.0,0.392666817,129.6399994,0.0,2.169998169,61.5,0.0,1.169998169,21.2966671,0.0,0.263332367
2015-09-07,1921.22,27.8,1.42,1.88,169.87,27.31749916,0.0,0.484998703,42.61000061,0.0,0.840000153,30.03499985,0.0,0.410999298,24.95000076,0.0,0.360500336,0.543749988,0.0,0.012499988,88.26000214,0.0,1.690002441,16.12866783,0.0,0.392666817,129.6399994,0.0,2.169998169,61.5,0.0,1.169998169,21.2966671,0.0,0.263332367
2015-09-08,1969.41,24.9,1.46,1.91,74.75,28.07749939,219374400.0,0.559999466,43.88999939,32469800.0,0.799999237,30.7329998,45590000.0,0.609500885,25.87700081,76214000.0,0.491998672,0.566999972,238448000.0,0.014499962,89.52999878,27012500.0,1.409996033,16.54466629,47073000.0,0.340665817,132.8999939,5729300.0,1.900009155,63.15999985,13385100.0,0.869998932,22.12666702,53120400.0,0.440000534
2015-09-09,1942.04,26.23,1.46,1.97,106.98,27.53750038,340043200.0,1.0625,43.06999969,33469500.0,1.490001678,30.63599968,34042000.0,0.846000671,25.84449959,87414000.0,0.744499207,0.555750012,289392000.0,0.018999994,90.44000244,32551100.0,1.810005188,16.59399986,50862000.0,0.39666748,130.5899963,4482600.0,4.36000061,62.18000031,13889500.0,2.339996338,21.70666695,28392600.0,0.666666031
2015-09-10,1952.29,24.37,1.48,1.97,65.2,28.14249992,251571200.0,0.844999313,43.29000092,31366600.0,1.040000916,31.06749916,38106000.0,0.636499405,26.11199951,51520000.0,0.567499161,0.564499974,357076000.0,0.021499991,91.98000336,26437400.0,2.430000305,16.56533241,40635000.0,0.359333038,130.6600037,4482400.0,1.589996338,62.65999985,15751100.0,1.549999237,21.37333298,43574400.0,0.273332596
2015-09-11,1961.05,23.2,1.49,1.97,101.94,28.55249977,199662000.0,0.612499237,43.47999954,27132500.0,0.650001526,31.28849983,27470000.0,0.417999268,26.47200012,64558000.0,0.44149971,0.566250026,301584000.0,0.013999999,92.05000305,21185000.0,0.950004578,16.68266678,35262000.0,0.367334366,131.3699951,4181800.0,1.300003052,62.56000137,12766700.0,0.669998169,21.54999924,24187200.0,0.229999542
2015-09-12,1961.05,23.2,1.49,1.97,101.94,28.55249977,0.0,0.612499237,43.47999954,0.0,0.650001526,31.28849983,0.0,0.417999268,26.47200012,0.0,0.44149971,0.566250026,0.0,0.013999999,92.05000305,0.0,0.950004578,16.68266678,0.0,0.367334366,131.3699951,0.0,1.300003052,62.56000137,0.0,0.669998169,21.54999924,0.0,0.229999542
2015-09-13,1961.05,23.2,1.49,1.97,101.94,28.55249977,0.0,0.612499237,43.47999954,0.0,0.650001526,31.28849983,0.0,0.417999268,26.47200012,0.0,0.44149971,0.566250026,0.0,0.013999999,92.05000305,0.0,0.950004578,16.68266678,0.0,0.367334366,131.3699951,0.0,1.300003052,62.56000137,0.0,0.669998169,21.54999924,0.0,0.229999542
2015-09-14,1953.03,24.25,1.45,1.93,77.41,28.82749939,233453600.0,0.507499695,43.04000092,23656000.0,0.579998016,31.16200066,34046000.0,0.321498871,26.06900024,62604000.0,0.693498611,0.567250013,192460000.0,0.006500006,92.30999756,20127900.0,1.020004272,16.8793335,43363500.0,0.305334091,130.8999939,4270000.0,1.150009155,62.38000107,10202800.0,0.569999695,21.42666626,20870100.0,0.283334732
2015-09-15,1978.09,22.54,1.46,1.92,10.6,29.06999969,173364800.0,0.527500153,43.97999954,28882200.0,1.209999084,31.75699997,41688000.0,0.74600029,26.11849976,57318000.0,0.535999298,0.573499978,327976000.0,0.010749996,92.90000153,18859400.0,1.459999084,16.9046669,44002500.0,0.340000153,132.2599945,3189600.0,1.88999939,63.58000183,14023500.0,1.380001068,21.44000053,20582400.0,0.216667175
2015-09-16,1995.31,21.35,1.48,1.93,32.21,29.10250092,148694000.0,0.274999619,44.29999924,23372200.0,0.540000916,31.79899979,25730000.0,0.281499863,26.36949921,45056000.0,0.48900032,0.577499986,173508000.0,0.012499988,93.44999695,16321200.0,0.970001221,17.48333359,66256500.0,0.666666031,132.5800018,3041500.0,0.830001831,64.13999939,12235900.0,1.080001831,21.56333351,16876200.0,0.239999771
